datetime,event,valve_id,duration_sec,daily_total_sec
2025-04-02 22:15:03,open,1,,0.00
2025-04-02 22:15:05,close,1,2.00,2.00
2025-04-02 22:15:09,open,1,,2.00
2025-04-02 22:15:11,close,1,2.00,4.00
2025-04-02 22:15:15,open,1,,4.00
2025-04-02 22:15:17,close,1,2.00,6.00
2025-04-02 22:15:21,open,1,,6.00
2025-04-02 22:15:23,close,1,2.00,8.00
2025-04-02 22:15:27,open,1,,8.00
2025-04-02 22:15:29,close,1,2.00,10.00
2025-04-02 22:15:33,open,1,,10.00
2025-04-02 22:15:35,close,1,2.00,12.00
2025-04-02 22:15:39,open,1,,12.00
2025-04-02 22:15:41,close,1,2.00,14.00
2025-04-02 22:15:45,open,1,,14.00
2025-04-02 22:15:47,close,1,2.00,16.00
2025-04-02 22:15:51,open,1,,16.00
2025-04-02 22:15:53,close,1,2.00,18.00
2025-04-02 22:15:57,open,1,,18.00
2025-04-02 22:15:59,close,1,2.00,20.00
2025-04-02 22:16:03,open,1,,20.00
2025-04-02 22:16:05,close,1,2.00,22.00
2025-04-02 22:16:09,open,1,,22.00
2025-04-02 22:16:11,close,1,2.00,24.00
2025-04-02 22:16:15,open,1,,24.00
2025-04-02 22:16:17,close,1,2.00,26.00
2025-04-02 22:16:21,open,1,,26.00
2025-04-02 22:16:23,close,1,2.00,28.00
2025-04-02 22:16:27,open,1,,28.00
2025-04-02 22:16:29,close,1,2.00,30.00
2025-04-02 22:16:33,open,1,,30.00
2025-04-02 22:16:35,close,1,2.00,32.00
2025-04-02 22:16:39,open,1,,32.00
2025-04-02 22:16:41,close,1,2.00,34.00
2025-04-02 22:16:45,open,1,,34.00
2025-04-02 22:16:47,close,1,2.00,36.00
2025-04-02 22:16:51,open,1,,36.00
2025-04-02 22:16:53,close,1,2.00,38.00
2025-04-02 22:16:57,open,1,,38.00
2025-04-02 22:16:59,close,1,2.00,40.00
2025-04-02 22:17:03,open,1,,40.00
2025-04-02 22:17:05,close,1,2.00,42.00
2025-04-02 22:17:09,open,1,,42.00
2025-04-02 22:17:11,close,1,2.00,44.00
2025-04-02 22:17:15,open,1,,44.00
2025-04-02 22:17:17,close,1,2.00,46.00
2025-04-02 22:17:21,open,1,,46.00
2025-04-02 22:17:23,close,1,2.00,48.00
2025-04-02 22:17:27,open,1,,48.00
2025-04-02 22:17:29,close,1,2.00,50.00
2025-04-02 22:17:33,open,1,,50.00
2025-04-02 22:17:35,close,1,2.00,52.00
2025-04-02 22:17:39,open,1,,52.00
2025-04-02 22:17:41,close,1,2.00,54.00
2025-04-02 22:17:45,open,1,,54.00
2025-04-02 22:17:47,close,1,2.00,56.00
2025-04-02 22:17:51,open,1,,56.00
2025-04-02 22:17:53,close,1,2.00,58.00
2025-04-02 22:17:57,open,1,,58.00
2025-04-02 22:17:59,close,1,2.00,60.00
2025-04-02 22:18:03,open,1,,60.00
2025-04-02 22:18:05,close,1,2.00,62.00
2025-04-02 22:18:09,open,1,,62.00
2025-04-02 22:18:11,close,1,2.00,64.00
2025-04-02 22:18:15,open,1,,64.00
2025-04-02 22:18:17,close,1,2.00,66.00
2025-04-02 22:18:21,open,1,,66.00
2025-04-02 22:18:23,close,1,2.00,68.00
2025-04-02 22:18:27,open,1,,68.00
2025-04-02 22:18:29,close,1,2.00,70.00
2025-04-02 22:18:33,open,1,,70.00
2025-04-02 22:18:35,close,1,2.00,72.00
2025-04-02 22:18:39,open,1,,72.00
2025-04-02 22:18:41,close,1,2.00,74.00
2025-04-02 22:18:45,open,1,,74.00
2025-04-02 22:18:47,close,1,2.00,76.00
2025-04-02 22:18:51,open,1,,76.00
2025-04-02 22:18:53,close,1,2.00,78.00
2025-04-02 22:18:57,open,1,,78.00
2025-04-02 22:18:59,close,1,2.00,80.00
2025-04-02 22:19:03,open,1,,80.00
2025-04-02 22:19:05,close,1,2.00,82.00
2025-04-02 22:19:09,open,1,,82.00
2025-04-02 22:19:11,close,1,2.00,84.00
2025-04-02 22:19:15,open,1,,84.00
2025-04-02 22:19:17,close,1,2.00,86.00
2025-04-02 22:19:21,open,1,,86.00
2025-04-02 22:19:23,close,1,2.00,88.00
2025-04-02 22:19:27,open,1,,88.00
2025-04-02 22:19:29,close,1,2.00,90.00
2025-04-02 22:19:33,open,1,,90.00
2025-04-02 22:19:35,close,1,2.00,92.00
2025-04-02 22:19:39,open,1,,92.00
2025-04-02 22:19:41,close,1,2.00,94.00
2025-04-02 22:19:45,open,1,,94.00
2025-04-02 22:19:47,close,1,2.00,96.00
2025-04-02 22:19:51,open,1,,96.00
2025-04-02 22:19:53,close,1,2.00,98.00
2025-04-02 22:19:57,open,1,,98.00
2025-04-02 22:19:59,close,1,2.00,100.00
2025-04-02 22:20:03,open,1,,100.00
2025-04-02 22:20:05,close,1,2.00,102.00
2025-04-02 22:20:09,open,1,,102.00
2025-04-02 22:20:11,close,1,2.00,104.00
2025-04-02 22:20:15,open,1,,104.00
2025-04-02 22:20:17,close,1,2.00,106.00
2025-04-02 22:20:21,open,1,,106.00
2025-04-02 22:20:23,close,1,2.00,108.00
2025-04-02 22:20:27,open,1,,108.00
2025-04-02 22:20:29,close,1,2.00,110.00
2025-04-02 22:20:33,open,1,,110.00
2025-04-02 22:20:35,close,1,2.00,112.00
2025-04-02 22:20:39,open,1,,112.00
2025-04-02 22:20:41,close,1,2.00,114.00
2025-04-02 22:20:45,open,1,,114.00
2025-04-02 22:20:47,close,1,2.00,116.00
2025-04-02 22:20:51,open,1,,116.00
2025-04-02 22:20:53,close,1,2.00,118.00
2025-04-02 22:20:57,open,1,,118.00
2025-04-02 22:20:59,close,1,2.00,120.00
2025-04-02 22:21:03,open,1,,120.00
2025-04-02 22:21:05,close,1,2.00,122.00
2025-04-02 22:21:09,open,1,,122.00
2025-04-02 22:21:11,close,1,2.00,124.00
2025-04-02 22:21:15,open,1,,124.00
2025-04-02 22:21:17,close,1,2.00,126.00
2025-04-02 22:21:21,open,1,,126.00
2025-04-02 22:21:23,close,1,2.00,128.00
2025-04-02 22:21:27,open,1,,128.00
2025-04-02 22:21:29,close,1,2.00,130.00
2025-04-02 22:21:33,open,1,,130.00
2025-04-02 22:21:35,close,1,2.00,132.00
2025-04-02 22:21:39,open,1,,132.00
2025-04-02 22:21:41,close,1,2.00,134.00
2025-04-02 22:21:45,open,1,,134.00
2025-04-02 22:21:47,close,1,2.00,136.00
2025-04-02 22:21:51,open,1,,136.00
2025-04-02 22:21:53,close,1,2.00,138.00
2025-04-02 22:21:57,open,1,,138.00
2025-04-02 22:21:59,close,1,2.00,140.00
2025-04-02 22:22:03,open,1,,140.00
2025-04-02 22:22:05,close,1,2.00,142.00
2025-04-02 22:22:09,open,1,,142.00
2025-04-02 22:22:11,close,1,2.00,144.00
2025-04-02 22:22:15,open,1,,144.00
2025-04-02 22:22:17,close,1,2.00,146.00
2025-04-02 22:22:21,open,1,,146.00
2025-04-02 22:22:23,close,1,2.00,148.00
2025-04-02 22:22:27,open,1,,148.00
2025-04-02 22:22:29,close,1,2.00,150.00
2025-04-02 22:22:33,open,1,,150.00
2025-04-02 22:22:35,close,1,2.00,152.00
2025-04-02 22:22:39,open,1,,152.00
2025-04-02 22:22:41,close,1,2.00,154.00
2025-04-02 22:22:45,open,1,,154.00
2025-04-02 22:22:47,close,1,2.00,156.00
2025-04-02 22:22:51,open,1,,156.00
2025-04-02 22:22:53,close,1,2.00,158.00
2025-04-02 22:22:57,open,1,,158.00
2025-04-02 22:22:59,close,1,2.00,160.00
2025-04-02 22:23:03,open,1,,160.00
2025-04-02 22:23:05,close,1,2.00,162.00
2025-04-02 22:23:09,open,1,,162.00
2025-04-02 22:23:11,close,1,2.00,164.00
2025-04-02 22:23:15,open,1,,164.00
2025-04-02 22:23:17,close,1,2.00,166.00
2025-04-02 22:23:21,open,1,,166.00
2025-04-02 22:23:23,close,1,2.00,168.00
2025-04-02 22:23:27,open,1,,168.00
2025-04-02 22:23:29,close,1,2.00,170.00
2025-04-02 22:23:33,open,1,,170.00
2025-04-02 22:23:35,close,1,2.00,172.00
2025-04-02 22:23:39,open,1,,172.00
2025-04-02 22:23:41,close,1,2.00,174.00
2025-04-02 22:23:45,open,1,,174.00
2025-04-02 22:23:47,close,1,2.00,176.00
2025-04-02 22:23:51,open,1,,176.00
2025-04-02 22:23:53,close,1,2.00,178.00
2025-04-02 22:23:57,open,1,,178.00
2025-04-02 22:23:59,close,1,2.00,180.00
2025-04-02 22:24:03,open,1,,180.00
2025-04-02 22:24:05,close,1,2.00,182.00
2025-04-02 22:24:09,open,1,,182.00
2025-04-02 22:24:11,close,1,2.00,184.00
2025-04-02 22:24:15,open,1,,184.00
2025-04-02 22:24:17,close,1,2.00,186.00
2025-04-02 22:24:21,open,1,,186.00
2025-04-02 22:24:23,close,1,2.00,188.00
2025-04-02 22:24:27,open,1,,188.00
2025-04-02 22:24:29,close,1,2.00,190.00
2025-04-02 22:24:33,open,1,,190.00
2025-04-02 22:24:35,close,1,2.00,192.00
2025-04-02 22:24:39,open,1,,192.00
2025-04-02 22:24:41,close,1,2.00,194.00
2025-04-02 22:24:45,open,1,,194.00
2025-04-02 22:24:47,close,1,2.00,196.00
2025-04-02 22:24:51,open,1,,196.00
2025-04-02 22:24:53,close,1,2.00,198.00
2025-04-02 22:24:57,open,1,,198.00
2025-04-02 22:24:59,close,1,2.00,200.00
2025-04-02 22:25:03,open,1,,200.00
2025-04-02 22:25:05,close,1,2.00,202.00
2025-04-02 22:25:09,open,1,,202.00
2025-04-02 22:25:11,close,1,2.00,204.00
2025-04-02 22:25:15,open,1,,204.00
2025-04-02 22:25:17,close,1,2.00,206.00
2025-04-02 22:25:21,open,1,,206.00
2025-04-02 22:25:23,close,1,2.00,208.00
2025-04-02 22:25:27,open,1,,208.00
